"Label","message_user"
"5","Em chào ad ạ. Em đã đăng kí NV r nhưng bây h vẫn trong thời gian có thể thay đổi NV nên em muốn bt thêm 1 chút thông tin về khoa của mk được k ạ. Từ c3 em đã luôn mong muốn là 1 BAer nên e quyết định đặt  NV của mk vào hết BA  .Em muốn hỏi là nếu e k học giỏi tin thì liệu có học được khoa của mk  k ạ.Mong mọi người trả lời giúp e với vì e sợ vào khoa mk mà e lại k học được ấy ạ. Do  ban đầu e cx do dự k chọn khoa mk vì sợ phải học những thứ quá chuyên sâu về CNTT, e có nên thử sức với khoa của mk k ạ?"
"0","cho em xin bảng phân phối chương trình học của khoa mình với ạ"
"5","Em muốn hỏi về điều kiện tiên quyết của các môn học ạ"
"0","Ad ơi"
"0","Em 2k4 muốn xin tư vấn từ ad ạ"
"5","Em có nguyện vọng vào ngành Hệ thống thông tin quản lý

• em có một số thắc mắc sau đây ạ : 

1. em dự định xét = điểm thi TN 26.55 có khả năng  đậu không ạ

2. môn học chính của các ngành này là gì ạ ? (Thiên về IT hay KTe ạ)

3. độ cần thiết sử dụng tiếng anh ( trong quá trình học ) thì các anh/chị đánh giá ở mức bao nhiêu trong 4 mức tăng dần 1-2-3-4 với mức 1 là tiếng anh phổ thông và mức 4 là yêu cầu tiếng anh 6.5 ielts trở lên ạ ? 

4. học phí dao động mức bnhieu 1 năm ạ ? 
5. Năm mấy thì mình đi thực tập được ạ"
"0","Mong ad rep sớm ạ"
"3","Học phí của ngành là bao nhiêi ạ"
"0","Ad ơi"
"0","Học phần liên quan cntt"
"5","Mình học ngôn ngữ lâph trình nào ạ"
"0","Mong ad reply ạ"
"0","Em đọc ctrinh thì học nnltrinh C đúng k ạ"
"0","Cho e xin review về cntt định hướng nhật bản vs ạ"
"0","Vâng"
"0","Cho e xin review về cntt định hướng nhật bản vs ạ"
"5","Ra trường được sang Nhật luôn ạ"
"5","Cho e xjn thông tin học phí vs ạ"
"0","Anh/ chị ơii"
"5","Em có đọc một số review về khoa mình ấy ạ, thì em thấy có cmt là MIS của BA nặng về lập trình, gần giống với giáo trình của cntt ko biết có đúng ko ah"
"4","Nếu có thể cho em xin thêm thông tin về cơ hội thực tập và nghề nghiệp sau tốt nghiệp của khoa mình với ạ. Em cám ơn💕💕💕"
"5","Dạ có phải sinh viên đk thực tập từ năm 2 ko ạ"
"3","Hồi cấp 3 e dốt Tin học lắm nên em lo ko biết có đáp ứng đc yêu cầu của MIS ko nửa"
"4","Dạ vâng! Em sẽ cố gắng ạ ❤ hi vọng có thể trở thành BAer vào một ngày không xa 😁😁"
"0","Em chào anh/chị ạ"
"5","Dạ anh chị có thể cho em  tham khảo khung chương trình đào tạo theo từng học kỳ của MIS được ko ah"
"6","Em cảm ơn nhé ah"
"5","Ad ơi sinh viên khoa mình có đi thực tế doanh nghiệp ko ạ"
"5","Dạ em chào anh/chị em đang quan tâm đến ngành học , đào tạo hệ thống thông tin quản lí nói chung và HTTQL của bên mình nói riêng ạ. Cho em hỏi về ngành này các trường kinh tế đào tạo có tốt không ạ, ngoài ra cho e hỏi bên mình có những chuyên ngành nào ạ"
"6","em cảm ơn ạ"
"6","Dạ e cảm ơn , mong đủ điểm để vào ngành này ạ"
"5","Học hệ thống thông tin QL ra trg có làm đc tester ko ạ?"
"5","Cho e hỏi chút về ngành hệ thống thông tin quản lí chút được không ạ"
"0","Dạ vâng ạ"
"0","chào ad ạ"
"5","ad giúp em review về ngành cntt của trường mình được không ạ"
"0","em tìm hiểu ở web r ạ"
"0","em muốn đc tư vấn về cơ hội thực tập khi là sv trường ạ"
"6","em cảm ơn ad ạ"
"5","ad ơi cho e hỏi thêm là nêu shocj htttql thì sau thích có chuyển qua cntt ngay năm 2 đc ko ạ"
"0","chào bạn"
"0","cho mình hỏi nhờ chút"
"0","khi mình tra cứu kết quả xét tuyển sớm vào học viện ngân hàng"
"0","thì mình thấy có dòng đủ điều kiện trúng tuyển nguyện vọng 1 (  trừ điều kiện tôt nghiệp PTTH)"
"5","thì như vậy khi mình đủ điểm tốt nghiệp và đăng ký trên cổng chung của Bộ là có thể đỗ vào trường phải không ạ"
"5","các bạn có thể trả lời giúp mình được không ạ"
"6","mình cám ơn"
"3","nhưng mình bắt buộc pahir để nv 1 hay mình có thể để vnv 5"
"3","bắt buộc là 1 mới được đỗ ạ"
"3","mình tưởng khi đã trường đã lấy đủ chỉ tiêu theo phuwogn thức đó rồi thì mình đặt ở nv nào cũng có thể đỗ ( giả sử các nv trê nv này đều trượt í)"
"0","Em chào khoa ạ! Em là sinh viên K21 khoa mình. Em có một số câu hỏi về đăng ký tín chỉ kỳ tới nên rất mong khoa giải đáp ạ"
"5","Không biết môn cơ sở lập trình 2 của khoa mình có còn mở không ạ? Tại vì em lên trang đăng ký tín chỉ mà không thấy có? Chỉ còn môn cơ sở lập trình"
"6","Dạ. E cảm ơn ạ"
"0","Em chào ad ạ"
"0","Ad cho em hỏi chút ạ"
"5","Khoa IT và khoa MIS thì có gì khác nhau ạ ?"
"0","À dạ vâng"
"5","Ad có thể cho em xin link về chương trình đào tạo 2 ngành này được ko ạ ?"
"1","Tại em tìm trên mạng ko có ạ 😅"
"0","Vâng"
"0","Dạ vâng"
"3","Liệu năm nay điểm chuẩn có giảm ko ạ ?"
"0","Dạ vâng"
"1","Em cảm ơn ad nhé 😁"
"5","Hhttql là khoa kết hợp giữa kinh tế và công nghệ ạ ?"
"5","Còn cntt của trường thì thiên về lập trình hơn đúng ko ad ?"
"0","Dạ vâng"
"5","Số môn cồn nghệ và kinh tế sẽ được chia đều đúng ko ạ ?"
"0","Dạ vâng"
"1","Em thấy đa số là môn về công nghệ ☺️"
"0","Vâng"
"5","Cho e hỏi sao nganh he thong qltt lại có dấu sao vậy ạ"
"5","nó có ảnh hưởng j k ạ?"
"0","vang ạ


e cảm ơn ạ"
"3","ad có thể cập nhật ds hba nộp vào ngành mình và cho em hỏi 28.15 điểm hba liệu có đỗ MIS k ạ. em lo quá ạ 😢"
"3","Ad ơi em lo quá ạ 😢"
"4","em cảm ơn ad ạ <3"
"5","Ad ơi em muốn giải đáp 1 số thắc mắc về ngành htttql Của trường mình đc k ạ"
"5","Em muốn hỏi về chất lượng và chương trình đào tạo của trường mình so với NEU và AOF (e biết e hỏi hơi ngáo nhưng vẫn muốn biết ý ạ)
Thầy cô trường mình và phương pháp giảng dạy ntn ạ?
Học ngành này có nặng và khó k ạ, con gái làm thế nào để học thật tốt ngành này và cần cbi kiến thức kĩ năng gì để sẵn sàng bước vào đh 
Học ngành này sau có phải làm ngân hàng k hay cty ntn ạ"
"6","Em cảm ơn ạ"
"0","cho e hỏi là e đã đủ điều kiện xét tuyển ngành htttql bên trường hvnh rồi"
"0","nhma e vẫn muốn đặt trường hvtc làm nv1 và trường hvnh là nv2"
"0","thì nếu trượt nv1 thì vẫn đậu nv2 chắc chắn chứ ạ"
"0","Em chào ad ạ"
"1","Em là k25 khoa htttql ạ ^^"
"5","group này bao giờ vào trường thì được duyệt phải không ạ"
"5","Dạ vâng ạ, nhắn thông tin có cần cú pháp gì đặc biệt không ạ"
"0","dạ đây ạ"
"3","hôm nay có điểm thi THPTQG em được 25đ, có đủ qua sàn k ạ"
"1","Dạ vâng, em cảm ơn ad ạ ^^"
"0","chào ad ạ"
"5","Ad có thể tư vấn cho em về nghành hệ thốg thôg tin quản lý và cơ hội việc là của nghành này k ạ"
"3","Em thấy nhiều người bảo học xog thấl nghiệp làm em sợ quá ạ 😢"
"3","Chú này bảo khó xin việc ạ 😢"
"5","Vâng ạ em nghe 1 số chị bảo học nghành này năm 3 đã nhiều việc r ạ"
"3","Mà mọi người cứ nói k ra gì làm em suy nghĩ về việc theo học ạ 😢"
"4","Vâng ạ cảm ơn ad ạ ❤️"
"0","🥰 dạ cảm ơn đã cho em lời khuyên ạ"
"0","Kính chào các quý thầy cô của Khoa."
"0","Mình xin phép xin thông tin nhóm zalo để mình tìm hiểu thêm về ngành học"
"0","Trân trọng"
"0","Mình là phụ huynh ạ"
"6","Mình cảm ơn"
"0","Thực ra mình muốn hỏi những cái mà trên web k đăng"
"0","nên mình mới xin thông tin"
"6","Mình cảm ơn nhé"
"0","Tại mình thấy KHoa tài chính các thầy cô bên đó có nhóm zalo tư vấn tuyển sinh nhiệt tình lắm"
"0","Mình nghĩ khoa nào cũng nên mình hỏi"
"6","Vâng. Mình cảm ơn nha."
"0","Chào bạn."
"0","chào a/c"
"0","em muốn tìm hiểu về ngành cntt của trường"
"7","a/c có thể tư vấn về ngành này đc ko?"
"0","em đang quan tâm về vấn đề cơ hội nghề nghiệp và chương trình đạo tạo ạ"
"0","E chào a/c ạ"
"0","Cho e xin chút rv về bên khoa của mình đc kh ạ"
"3","E là con gái nên cx đắn đo về chuyên ngành này"
"3","E định nộp theo phương thức học bạ điểm của e 27,59 có đủ an toàn để đỗ kh ạ"
"6","E cảm ơn ạ"
"6","Dạ e cảm ơn ạ"
"2","Dạ có nh bạn tầm hơn điểm e nộp vào khoa mình kh ạ :(("
"0","Ad ơi"
"5","Cho mình hỏi chút được không ạ?"
"5","Em biết được trường mình mới mở thêm ngành CNTT từ năm ngoái ấy. Hiện tại em là k22, sinh viên năm 4 khoa kế toán kiểm toán trường mình. Em có dự định muốn theo IT thì em có thể học song bằng thêm về ngành CNTT ở trường mình ko ạ?"
"2","Em muốn học thêm bằng cấp chính quy chứ ko phải văn bằng 2 ạ. Mong ad tư vấn giúp em ạ, em còn hơi mông lung ấy :((("
"5","Em học song bằng cũng đc đúng ko ad"
"5","Nếu em học song bằng có đc miễn mấy môn cơ sở ko ạ"
"0","Kiểu như triết ấy"
"5","Với lại em muốn đk học bằng 2 ntn ạ"
"0","À hiện tại gpa em đang cao nên ko lo ạ"
"0","Uây thế tốt quá ạ"
"5","Em đk học ngành 2 như thế nào ad nhỉ"
"5","Cứ lên pđt hay ntn ạ"
"6","Vâng em cảm ơn ai"
"5","Dạ cho em hỏi là trên công thông tin có phần đăng ký giấy giới thiệu thực tập, cuối năm 3 bọn em có được đăng ký không ạ??"
"0","Khoa mình ơi"
"0","Bên Công ty tài chính SHB Finance đang có nhu cầu tuyển chuyên viên phân tích nghiệp vụ (BA)"
"0","Nhờ khoa mình đăng bài giúp hoặc có em nào muốn chuyển role, muốn làm BA giới thiệu giúp mình với ạ"
"0","ad ơi, ad có thấy nhiều người xét theo đgnl ngành CNTT và HTTQL trên 100 ko ạ 🥹🥹🥹"
"0","bởi chỉ tiêu đgnl của 2 ngành này có 20 à @@"
"3","mà e đc tròn 100đ nên ko bt đỗ đc k"
"0","trường ơi, cho e hỏi với ạ"
"5","học phí của khoa CNTT định hướng nhật bản là bao nhieu vậy ạ, bởi e k có thấy học phí"
"5","Page cho em hỏi năm nay trường mk có xét tuyển học bạ cho thí sinh tự do ko ạ"
"0","Em tốt nghiệp năm 2021 thì có thể nộp học bạ xeta tuyển vào khoa hệ thống thông tin của trường mk k ạ"
"0","Hy vọng page sẽ giải đáp thắc mắc này giúp em ạ"
"0","Vâng ạ"
"6","Cảm ơn page nhiều ạ"
"4","💓"
"0","Nhờ ad đăng lên cho ai có nhu cầu học thì đk học ạ"
"5","Cho e hỏi với ạ"
"0","Trường m nhận xét học bạ cheua j"
"5","🥰🥰 dạ hôm qua em có tham gia talkshow của khoa và may mắn được quay chúng số mini game ạ . Em nhận phần quà ở đây đúng ko ạ"
"5","Em chào thầy/cô ạ, thầy/cô có thể cho em xin đáp án phần excel trong vở bài tập Tin học đại cương được không ạ?"
"5","Admin ơi sinh viên trong trường muốn xin mail cá nhân đuôi hvnh.edu thì phải ntn ad nhỉ"
"0","em chào ad ạ"
"6","em thuộc K23 khoa hệ thống thông tin quản lý e muốn xin chữ ký của cố vấn học tập khoa mình thì em có thể gặp ở phòng nào ạ, em cảm ơn"
"6","Vâng e cảm ơn ạ 🥰🥰"
"5","Ad ơi cho em hỏi với ạ!"
"5","Em là sinh viên K23 HTTTQL được cấp cho gmail edu từ năm nhất nhưng không biết khi ra trường thì gmail đó có bị khóa hay là dùng vĩnh viễn ạ?"
"5","Em chào ad ạ, em học khoa kế toán của trường mình tuy nhiên em lại khá thích và có định hướng làm Business Analyst. Tuy nhiên lại không có những kiến thức về CSDL, hệ thống, UML,... Ad cho em hỏi em có thể tham khảo những cuốn giáo trình nào của khoa để có thể bổ sung kiến thức về CNTT ạ"
"6","Em xin cảm ơn ạ"
"0","Xin chào Khoa Hệ thống thông tin quản lý - Học viện Ngân hàng!
Mình là Nguyễn Thị Chinh - đến từ Khoa Ngân hàng Học viện Ngân hàng.
Sắp tới, Khoa Ngân hàng - Học viện Ngân hàng sẽ tổ chức một cuộc thi với quy mô vô cùng lớn: Tomorrow Banker 2022 - Cuộc thi tìm kiếm “Nhà Ngân hàng tương lai” dành cho các bạn sinh viên, học viên đang học tập tại các trường Đại học, Cao đẳng, Học viện khu vực miền Bắc.
Chúng mình rất hy vọng nhận được sự tham gia, ủng hộ và hỗ trợ truyền thông của các bạn thông qua hình thức đăng bài trên Fanpage của Khoa Hệ thống thông tin quản lý - Học viện Ngân hàng để sự kiện có thể lan toả và đến gần hơn với các bạn sinh viên của các trường đại học, cao đẳng khu vực Miền Bắc. Để thuận tiện, dưới đây chúng mình xin gửi các bạn link bài đăng và hình ảnh: https://drive.google.com/.../1Y5DNXuDDa... 
Khoa Ngân hàng Học viện Ngân hàng xin chúc Khoa Hệ thống thông tin quản lý - Học viện Ngân hàng ngày càng phát triển vững mạnh và thành công hơn nữa!!! Cảm ơn các bạn rất nhiều và rất mong nhận được phản hồi sớm từ các bạn!"
"5","Em chào ad ạ
Ad có thể cho em xin mail của LCĐ Khoa HTTT được không ạ?"
"0","Dạ hiện tại em đang hoạt động bên LCĐ Khoa Ngân hàng ạ, sắp tới bên Khoa em có tổ chức Đại hội chuyển giao BCH cũng như 1 số chương trình khác, em muốn xin mail của LCĐ Khoa HTTT để gửi thiệp cũng như lời mời đến LCĐ Khoa mình tới tham dự ạ"
"6","Dạ em cảm ơn ad rất nhiều ạ🥰. Chúc ad có buổi chiều vui vẻ ạ"
"6","Dạ em cảm ơn ad vì lời chúc ạ🥰. Nhân ngày 8/3, em cũng xin được gửi lời chúc tốt đẹp nhất đến các cô và các thành viên nữ đang hoạt động trong LCĐ Khoa mình ạ❤️❤️. Em cũng chúc ad có thật nhiều niềm vui và luôn là thành viên ưu tú trong Khoa nhé🥰"
"0","Ad ơi"
"5","Ad cho e xin mail của cô An Phương Điệp khoa mình dc k ạ"
"0","E cần quá"
"2","😭😭😭"
"6","🥺🥺ui e cảm ơn lắm ạ"
"2","😓"
"1","Ỷeah"
"6","Em cảm ơn ad nhiều lắm luôn ạ🧡🧡🧡"
"0","Ad oi"
"0","E hỏi chút vs"
"0","Trc e thấy bảo môn năm4 dc hk ol"
"3","V mà môn này của e năm 4 e xem k có mã lớp k có gv luôn"
"0","Mà nay e xem lịch học trên ctt thì nay là buổi đầu tiên ca1 luon"
"3","H e p ls ạ"
"2","☹️"
"5","Môn này của khoa htttql ạ"
"0","Dạ vâng ạ"
"6","E cảm ơn ạ"
"0","Có mà ạ"
"0","🥺"
"0","Dạ vâng"
"6","E cảm ơn ạ"
"5","khoa cho e hỏi chút là e học ngành httt định hướng nhật bản,khi xin việc thì kĩ năng tiếng anh có cần thiết k ạ"
"5","có cần thiết phải học các bằng như toeic,ielts k ạ"
"5","nếu có các chứng chỉ tiếng anh ấy thì có lợi thế hơn khi làm ở các cty việt k ạ"
"5","khoa có thể giới thiệu cho e các trang up thông tin về các project CNTT đc k ạ"
"0","ad cho e hỏi"
"5","bằng MOS hay IC3 có nên học k ạ"
"5","về đầu ra hay gì ạ"
"0","tại em thấy hệ Việt Nhật đầu ra có cả bằng FE nữa"
"5","nên có cần chứng chỉ tin gì k ạ"
"5","khoa có thể ví dụ về mục đích cần để học mos hay ic3 k ạ"
"5","có các chứng chỉ này khi xin việc đối vs khoa mình có lợi hơn k ạ"
"0","e học môn này r ạ"
"0","e thấy đc nhắc đến mỗi FE ý"
"0","Khoa tư vấn cho em chút ạ"
"0","về cơ hội nghề nghiệp"
"0","thì có thể làm ở các NHTM hay các tổ chứv"
"0","chức"
"5","vậy khoa có thể so sánh những điểm tốt và chưa tốt khi làm ở 2 nơi k ạ"
"5","khoa cho e hỏi có page nào giới thiệu về các project để làm cho có kinh nghiệm để đi thực tập k ạ"
"5","vậy thì đến năm 3 có các môn đi thực tập thì lấy kinh nghiệm ở đâu để được nhận vào thực tập ạ"
"5","khoa cho e hỏi là nền tảng kiến thức ở đây là các môn được học ở trường hay sao ạ?"
"5","khoa cho em hỏi với ạ"
"0","đây ad ạ"
"0","khi đi thực tập thì các cty yêu cầu chắc nền tảng kiến thức tốt"
"5","vậy kiến thức ở đây là kiến thức nào ạ ?"
"5","những kiến thức đó có được học trên trường k ạ ?"
"0","em đang định đăng kí vào ạ"
"5","đến năm 3 với những kiến thức ấy chắc là bọn em đủ điều kiện được đi thực tập rồi đúng k ạ?"
"0","mis ạ"
"0","hệ việt nhật ạ"
"0","e thấy trong khung chg trình có thực tập từ năm 3 ấy ạ"
"3","nên e k biết là liệu chỉ kiến thức trên trg có đủ để đi thực tập k ạ"
"5","ad cho e hỏi vs ạ"
"5","khoa cho e hỏi là điểm gpa sau này khi đi xin việc trong ngành mình có quan trọng k ạ ?"
"0","b trả lời giúp mình với"
"0","em chào thầy cô ạ"
"0","Em học khoá k23 khoa mình"
"0","hiện tại em bị không đăng nhập được vào bằng gmail, nó ghi sai mật khẩu. Em đã đổi mật khẩu rồi ạ"
"5","Không biết thầy cô có cách nào để em lấy lại mail mà khoa cấp ko ạ"
"5","em thưa cô, em đã có chỗ thực tập nhưng hiện nay do công ty em quá nhiều F0 trong đó có bộ phận nhân sự nên đã wfh và team em cũng có người F0 nên hiện tại em đang làm tại nhà, không lên công ty xin dấu được ạ. Cô có thể có em hỏi trường hợp của em thì nên làm thế nào không ạ ? Em cảm ơn cô nhiều ạ."
"6","dạ vâng em cảm ơn cô ạ"
"0","Thầy cô ơi"
"0","Em chào thầy/cô ạ"
"5","Từ giờ đến tháng 5 khoa mình còn tổ chức hội thảo nào không ạ"
"6","Mình cảm ơn ad"
"5","xin chào ad. mình là sv hvnh, mình đang k vào được môn phân tích nghiệp vụ BA lớp 01. b có thể cho mình lại mã lớp k?"
"6","cám ơn ad nha"
"0","mình muốn hỏi thêm, tk mail ad cung cấp này mình k tìm được,"
"3","ad có thể hướng dẫn mình k? tại mình khoa khác học vb2 nên cũng k rõ cách vào"
"0","mình dùng mail thầy đức tạo để vào lớp á?"
"6","ok, cám ơn bạn nhé. chúc bạn ngủ ngon nha"
"0","Chào bạn"
"0","Mình muốn tư vấn"
"5","Khoa công nghệ thông tin của trường năm nay có tuyển sinh không và tuyển sinh bằng những hình thức nào"
"6","cám ơn bạn"
"5","Khoa Công nghệ thông tin có áp dụng tuyển sinh bằng hình thức xét học bạ không, có cho quy đổi điểm ỉelts không"
"0","Chào ad"
"0","Em là sinh viên năm 4 của khoa mình"
"0","Hôm trước em có tham gia buổi lễ bàn giao thực tập sinh của khoa mình"
"0","Nhưng mà có một số chỗ em muốn xem lại ạ"
"5","Không biết ad có giữ vid ko"
"6","Liệu có thể share cho em không ạ . Em cảm ơn ad"
"0","Dạ hôm trc trong buổi lê đến từ phía đại diện FSOFT e thấy cô có nói vêf chương trình định hướng"
"0","Cho các sinh viên năm 1"
"0","Năm 2"
"0","Để sau có cái nhìn nhận và con đường rõ hơn về nghề nghiệp"
"0","Em muốn hỏi để xin thông tin nghiên cứu định hướng cho em trong nhà ạ"
"0","Dạ vâng ạ"
"6","Em cảm ơn ad"
"0","Dạ vâng ạ, nhất định r ạ"
"5","em có thể hỏi về việc xét học bạ vào trường đc k ạ"
"3","3 năm trung bình điểm của em từ 8.8-> 9.0 trường thường k chuyên liệu đủ để xét học bạ k ạ"
"3","Em sợ 8.8 k đủ để xét vào"
"3","E sợ tỉ lệ chọi cao"
"3","Liệu 8.8 đủ xét k ạ 😧"
"6","E cảm ơn ạ"
"6","Dạ vâng ạ, e cảm ơn ad nhìuu ạ"
"0","Hi admin"
"0","Mình là Trang ở bên LG VS DCV (Trung tâm phát triển phần mềm và linh kiện xe hơi của LG tại VN)"
"0","Bên mình sắp tới có nhu cầu muốn tuyển một số lượng lớn các bạn Tester học ngành Hệ thống thông tin Quản lý (Fresher)  ạ"
"5","Không biết mình có thể xin nhờ sự hỗ trợ của page được không ạ?"
"0","Dạ, hiện sắp tới bên mình tuyển khoảng 20-30 bạn trong đầu năm tới và rất ưu tiên các bạn có tiếng Anh ổn, học Hệ thống thông tin quản lý ạ"
"0","Thông tin cụ thể mình có thể gửi qua email ạ"
"0","Dạ okie bạn ạ"
"5","Dạ cho em hỏi là có phải từ k24 sẽ không học cơ sơ lập trình đúng không ạ"
"0","E chào ad ạ"
"5","Ad cho e xin ảnh gốc của ảnh này dc ko ạ"
"0","E cảm ơn ai"
"0","Ạ"
"0","Đây ạ"
"6","vâng, em cảm ơn ạ"
"5","Ad ơi, khoa httt ngoài chuẩn đầu ra tiếng anh, gd quốc phòng, thể chất còn cần những chứng chỉ nào nữa ko ạ?"
"5","em có thể xin số điện thoại của cô Nguyễn Phan Tình không ạ?"
"0","Ad ơi cho e hỏi ạ"
"5","Mail khoa mình cấp cho k23 thì sử dụng được những ứng dụng, phần mền, trang nào free ạ"
"0","em chào anh chị
em là mạnh lớp K24HTTTB"
"0","hôm nay 4 lớp k24 khoa HTTT có tổ chứ 1 buổi meeting zoom tri ân thầy cô"
"5","có vài bức ảnh
các anh chị có thể pots lên giúp em được k ạ"
"0","Vâng ạ"
"0","dạ đây ạ"
"0","Dạ, cho em hỏi là em muốn góp vui ngày 20/10"
"0","của lớp K24 HTTTB ạ"
"5","bằng video thì có được không ạ"
"0","dạ đây ạ"
"1","Em mong năm sau 20/10 chúng em được chung vui cùng anh chị ạ"
"0","dạ cho em gửi ảnh của buổi lễ 20/11 hôm nay ạ"
"0","Dạ được ạ. Vậy sáng mai em gửi thông tin chương trình, em nhờ ad đăng thông tin đến các bạn sv giúp ad nhé."
"0","Em"
"6","Dạ em cảm ơn ạ"
"0","Em xin chào ạ]"
"0","NGHIÊN CỨU TRIỂN KHAI BIG DATA TRONG HOẠT ĐỘNG QUẢN TRỊ QUAN HỆ KHÁCH HÀNG TẠI CÁC NHTM VIỆT NAM"
"0","Em muốn  tìm lại bài nghiên cứu này"
